accession,target_type,pref_name,chembl_id,standard_value,standard_units,standard_type,pchembl_value,chembl_id_ligand,max_phase,standard_inchi,standard_inchi_key,hba,hbd,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,year,Activity_type,canonical_smiles (Canonical),ExactMW,QED
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,02",nM,IC50,"10,7",CHEMBL42126,-1,"InChI=1S/C18H18Cl2N2O3/c1-24-15-7-6-11(8-16(15)25-12-4-2-3-5-12)18(23)22-17-13(19)9-21-10-14(17)20/h6-10,12H,2-5H2,1H3,(H,21,22,23)",RRRUXBQSQLKHEL-UHFFFAOYSA-N,4,1,5,0,2,25,5,1,0,"-0,72",,Active,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,"380,069447796","0,794481686972282"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,01995",nM,IC50,"10,7",CHEMBL3288030,,"InChI=1S/C44H53FN6O5/c1-28-7-14-41(52)39(19-28)42(53)48-35-9-11-36(12-10-35)49-43(54)40-22-34(45)23-46-44(40)56-37-6-4-5-32(21-37)38-13-8-31(26-51-24-29(2)47-30(3)25-51)20-33(38)27-50-15-17-55-18-16-50/h4-8,13-14,19-23,29-30,35-36,47,52H,9-12,15-18,24-27H2,1-3H3,(H,48,53)(H,49,54)/t29-,30+,35-,36+",JHTLYFBBYQROBV-DZHYTCOUSA-N,9,4,11,2,4,56,11,4,3,"-0,99",2014,Active,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)c1,"764,406147016","0,141705374885972"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,01995",nM,IC50,"10,7",CHEMBL3288029,,"InChI=1S/C41H50FN7O4S/c1-26-21-49(22-27(2)44-26)23-29-7-12-36(31(17-29)24-48-13-15-52-16-14-48)30-5-4-6-35(18-30)53-40-37(19-32(42)20-43-40)38(50)46-33-8-10-34(11-9-33)47-39(51)41-45-28(3)25-54-41/h4-7,12,17-20,25-27,33-34,44H,8-11,13-16,21-24H2,1-3H3,(H,46,50)(H,47,51)/t26-,27+,33-,34+",BIEGUOUGXUGXQL-IDXOVHGGSA-N,10,3,11,2,4,54,11,3,3,"-1,3",2014,Active,Cc1csc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)n1,"755,3629023","0,171214504913879"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,06166",nM,Ki,"10,21",CHEMBL4566742,,"InChI=1S/C27H32N4O6/c1-36-21-8-7-17(15-22(21)37-2)26-19-5-3-4-6-20(19)27(35)31(28-26)18-11-13-29(14-12-18)25(34)16-30-23(32)9-10-24(30)33/h3-4,7-8,15,18-20H,5-6,9-14,16H2,1-2H3/t19-,20+/m0/s1",BLRZNXZBGGTDMQ-VQTJNVASSA-N,7,0,6,1,1,37,10,0,1,"-0,76",2020,Active,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,"508,232184744","0,429482227492301"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1",nM,IC50,"10,0",CHEMBL380321,,"InChI=1S/C34H30N4O3S/c1-34(2,23-35)27-20-26-11-8-18-36-32(26)31(21-27)25-10-7-9-24(19-25)22-38(33(39)37-28-12-5-4-6-13-28)29-14-16-30(17-15-29)42(3,40)41/h4-21H,22H2,1-3H3,(H,37,39)",XOGGQRYYRPKZIC-UHFFFAOYSA-N,5,1,7,2,5,42,7,1,2,"-1,33",2006,Active,CC(C)(C#N)c1cc(-c2cccc(CN(C(=O)Nc3ccccc3)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1,"574,20386182","0,218970344322599"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1",nM,IC50,"10,0",CHEMBL382168,,"InChI=1S/C31H32N4O3S/c1-21(2)34-30(36)35(26-11-13-27(14-12-26)39(5,37)38)19-22-8-6-9-23(16-22)28-18-25(31(3,4)20-32)17-24-10-7-15-33-29(24)28/h6-18,21H,19H2,1-5H3,(H,34,36)",QIGAIOOPCCZYDO-UHFFFAOYSA-N,5,1,7,2,4,39,7,1,2,"-1,26",2006,Active,CC(C)NC(=O)N(Cc1cccc(-c2cc(C(C)(C)C#N)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,"540,219511884","0,29924400427525"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1",nM,IC50,"10,0",CHEMBL377709,,"InChI=1S/C31H35N3O5S2/c1-21(2)33-30(35)34(26-12-14-27(15-13-26)40(5,36)37)20-22-9-7-10-23(17-22)28-19-25(31(3,4)41(6,38)39)18-24-11-8-16-32-29(24)28/h7-19,21H,20H2,1-6H3,(H,33,35)",RKHSMIVCRGVSAI-UHFFFAOYSA-N,6,1,8,2,4,41,8,1,2,"-1,15",2006,Active,CC(C)NC(=O)N(Cc1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,"593,20181322","0,280038036054292"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1",nM,IC50,"10,0",CHEMBL1830646,,"InChI=1S/C25H34N6O2/c1-15(2)29-22-16-8-9-25(3,4)13-17(16)19-20-21(33-24(19)30-22)23(28-14-27-20)26-10-6-12-31-11-5-7-18(31)32/h14-15H,5-13H2,1-4H3,(H,29,30)(H,26,27,28)",ZZIYTDPDYPNEHS-UHFFFAOYSA-N,7,2,7,0,3,33,8,2,0,"-0,71",2011,Active,CC(C)Nc1nc2oc3c(NCCCN4CCCC4=O)ncnc3c2c2c1CCC(C)(C)C2,"450,274324328","0,510559777984529"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1",nM,IC50,"10,0",CHEMBL206968,,"InChI=1S/C32H28N4O4S/c1-21-15-29(35-40-21)31(37)36(26-10-12-27(13-11-26)41(4,38)39)19-22-7-5-8-23(16-22)28-18-25(32(2,3)20-33)17-24-9-6-14-34-30(24)28/h5-18H,19H2,1-4H3",PXYPUNRFIKKXFX-UHFFFAOYSA-N,7,0,7,2,5,41,8,0,2,"-1,57",2006,Active,Cc1cc(C(=O)N(Cc2cccc(-c3cc(C(C)(C)C#N)cc4cccnc34)c2)c2ccc(S(C)(=O)=O)cc2)no1,"564,183126376","0,229284312137102"
Q08499,SINGLE PROTEIN,Phosphodiesterase 4D,CHEMBL288,"0,1202",nM,Ki,"9,92",CHEMBL4435111,,"InChI=1S/C28H33FN4O4/c1-28(2)15-23(34)32(24(35)16-28)17-25(36)31-13-11-20(12-14-31)33-27(37)22-6-4-3-5-21(22)26(30-33)18-7-9-19(29)10-8-18/h3-4,7-10,20-22H,5-6,11-17H2,1-2H3/t21-,22+/m0/s1",QCQZBFMOPHFNOO-FCHUYYIVSA-N,5,0,4,1,1,37,8,0,1,"-0,93",2020,Active,CC1(C)CC(=O)N(CC(=O)N2CCC(N3N=C(c4ccc(F)cc4)[C@H]4CC=CC[C@H]4C3=O)CC2)C(=O)C1,"508,248583756","0,46174920921919"
